Alt,u,v,temp,bv2
30676.000,1.058,-2.643,0.393,0.000
30682.000,0.949,-2.647,0.377,0.000
30689.000,0.741,-2.668,0.461,0.000
30695.000,0.700,-2.453,0.445,0.000
30702.000,0.591,-2.456,0.429,0.000
30708.000,0.454,-2.251,0.413,0.002
30715.000,0.443,-2.239,0.396,0.002
30721.000,0.309,-2.031,0.380,0.000
30728.000,0.199,-2.030,0.464,0.000
30734.000,0.188,-2.018,0.448,0.000
30741.000,0.057,-1.804,0.432,0.000
30747.000,-0.053,-1.801,0.416,0.000
30754.000,-0.081,-1.574,0.399,0.000
30760.000,-0.192,-1.569,0.383,0.000
30767.000,-0.302,-1.565,0.367,0.002
30773.000,-0.427,-1.339,0.351,0.002
30779.000,-0.438,-1.327,0.335,0.000
30786.000,-0.558,-1.098,0.318,0.000
30792.000,-0.669,-1.089,0.402,0.000
30799.000,-0.781,-1.081,0.386,0.000
30805.000,-0.798,-0.842,0.370,0.000
30812.000,-0.909,-0.832,0.353,0.000
30818.000,-1.020,-0.822,0.337,0.000
30825.000,-1.034,-0.580,0.321,0.002
30831.000,-1.045,-0.568,0.305,0.002
30838.000,-1.057,-0.556,0.288,0.000
30844.000,-1.166,-0.311,0.272,0.000
30851.000,-1.178,-0.299,0.256,0.000
30857.000,-1.189,-0.287,0.240,0.000
30863.000,-1.201,-0.275,0.323,0.000
30870.000,-1.306,-0.027,0.307,0.000
30876.000,-1.318,-0.015,0.291,0.000
30883.000,-1.330,-0.002,0.274,0.000
30889.000,-1.342,0.010,0.258,0.002
30896.000,-1.443,0.262,0.242,0.002
30902.000,-1.455,0.274,0.225,0.000
30909.000,-1.467,0.287,0.209,0.000
30915.000,-1.479,0.299,0.193,0.000
30922.000,-1.576,0.554,0.176,0.000
30928.000,-1.589,0.567,0.260,0.000
30935.000,-1.601,0.580,0.244,0.000
30941.000,-1.613,0.592,0.227,0.000
30948.000,-1.706,0.851,0.211,0.002
30954.000,-1.619,0.855,0.195,0.002
30961.000,-1.531,0.859,0.178,0.000
30967.000,-1.521,1.107,0.162,0.000
30974.000,-1.434,1.109,0.145,0.000
30980.000,-1.321,1.342,0.229,0.000
30987.000,-1.333,1.355,0.212,0.000
30993.000,-1.216,1.585,0.196,0.000
31000.000,-1.229,1.598,0.180,0.000
31006.000,-1.109,1.824,0.163,0.000
31013.000,-1.023,1.821,0.147,0.003
31019.000,-0.998,2.058,0.230,0.003
31026.000,-0.912,2.054,0.214,0.000
31032.000,-0.884,2.289,0.197,0.000
31039.000,-0.799,2.284,0.181,0.000
31045.000,-0.767,2.516,0.264,0.000
31052.000,-0.682,2.509,0.248,0.000
31058.000,-0.647,2.739,0.231,0.000
31065.000,-0.511,2.944,0.215,0.000
31072.000,-0.524,2.958,0.198,0.003
31078.000,-0.386,3.159,0.282,0.003
31085.000,-0.356,2.937,0.265,0.000
