Flight Information:
Launch Date:            	                       	Wednesday, 10 June 2020	   	                   	Launch Time: 	           	17:05:54    	     	End of Ascent:	     	           	01:25:06
Station name:           	                       	                       	   	                   	Serialnumber:	           	17045707
Ground values:
Pressure:               	                       	1025.5 hPa             	   	                   	Temperature: 	           	13.9 °C     	     	Humidity:     	     	           	77 %
Wind Direction:         	                       	315 °                  	   	                   	Wind Speed:  	           	0 m/s       	     	Cloud group:  	     	           	9////
Position:
Longitude:              	                       	-113.985 °             	   	                   	Latitude:    	           	46.860 °    	     	Altitude:     	     	           	978 m
Staff:
Company:                	                       	
Operator:               	                       	                       	   	                   	
Events:
Highest Point:          	                       	16.3 hPa               	   	                   	28998 m
Tropopauses:            	                       	1.: 225.0 hPa          	   	                   	             	           	
Max Winds:              	                       	                       	   	                   	             	           	
Remarks:

Profile Data:
Time                    	P                      	T                      	Hu 	Ws                 	Wd           	Long.      	Lat.        	Alt  	Geopot        	Dewp.	Virt. Temp 	Rs      	D
[sec]                   	[hPa]                  	[°C]                   	[%]	[m/s]              	[°]          	[°]        	[°]         	[m]  	[m]           	[°C] 	[°C]       	[m/s]   	[kg/m3]
199                     	890.4                  	5.2                    	71 	7.9                	268          	-113.973424	46.860190   	2151 	2151          	0.3  	5.9        	5.9     	1.114775
200                     	889.8                  	5.1                    	71 	8.0                	268          	-113.973309	46.860195   	2157 	2157          	0.3  	5.9        	5.9     	1.114122
201                     	889.2                  	5.1                    	71 	8.0                	268          	-113.973194	46.860201   	2163 	2162          	0.2  	5.8        	5.9     	1.113469
202                     	888.5                  	5.1                    	70 	8.1                	267          	-113.973079	46.860206   	2169 	2168          	0.1  	5.8        	5.9     	1.112817
203                     	887.9                  	5.0                    	70 	8.1                	267          	-113.972964	46.860211   	2175 	2174          	0.1  	5.7        	5.9     	1.112166
204                     	887.2                  	5.0                    	70 	8.2                	267          	-113.972849	46.860216   	2181 	2180          	0.0  	5.7        	5.9     	1.111514
205                     	886.6                  	4.9                    	70 	8.2                	267          	-113.972734	46.860222   	2187 	2186          	-0.1 	5.7        	5.9     	1.110863
206                     	886.0                  	4.9                    	70 	8.3                	267          	-113.972619	46.860227   	2192 	2192          	-0.1 	5.6        	5.9     	1.110212
207                     	885.3                  	4.9                    	70 	8.3                	267          	-113.972504	46.860232   	2198 	2198          	-0.2 	5.6        	5.9     	1.109570
208                     	884.7                  	4.8                    	70 	8.4                	267          	-113.972390	46.860237   	2204 	2204          	-0.3 	5.5        	5.9     	1.108941
209                     	884.0                  	4.8                    	69 	8.4                	266          	-113.972275	46.860242   	2210 	2210          	-0.3 	5.5        	5.9     	1.108313
210                     	883.4                  	4.7                    	69 	8.5                	266          	-113.972160	46.860248   	2216 	2216          	-0.4 	5.4        	5.9     	1.107685
211                     	882.8                  	4.7                    	69 	8.5                	266          	-113.972045	46.860253   	2222 	2221          	-0.4 	5.4        	5.9     	1.107057
212                     	882.1                  	4.6                    	69 	8.5                	266          	-113.971930	46.860258   	2228 	2227          	-0.5 	5.3        	5.9     	1.106430
213                     	881.5                  	4.6                    	69 	8.5                	266          	-113.971815	46.860263   	2234 	2233          	-0.5 	5.3        	5.9     	1.105802
214                     	880.9                  	4.6                    	69 	8.6                	266          	-113.971700	46.860269   	2240 	2239          	-0.6 	5.3        	5.9     	1.105175
215                     	880.2                  	4.5                    	69 	8.6                	266          	-113.971585	46.860274   	2246 	2245          	-0.6 	5.2        	5.9     	1.104549
216                     	879.6                  	4.5                    	69 	8.6                	266          	-113.971470	46.860279   	2251 	2251          	-0.7 	5.2        	5.9     	1.103922
217                     	878.9                  	4.4                    	69 	8.6                	266          	-113.971355	46.860284   	2257 	2257          	-0.8 	5.1        	5.9     	1.103296
218                     	878.3                  	4.4                    	69 	8.6                	266          	-113.971240	46.860290   	2263 	2263          	-0.8 	5.1        	5.9     	1.102670
219                     	877.7                  	4.3                    	69 	8.7                	266          	-113.971125	46.860295   	2269 	2269          	-0.9 	5.0        	5.9     	1.102044
220                     	877.0                  	4.3                    	69 	8.7                	266          	-113.971010	46.860300   	2275 	2275          	-0.9 	5.0        	5.9     	1.101418
221                     	876.4                  	4.3                    	69 	8.7                	266          	-113.970895	46.860305   	2281 	2280          	-1.0 	4.9        	5.9     	1.100796
222                     	875.8                  	4.2                    	69 	8.7                	266          	-113.970780	46.860310   	2287 	2286          	-1.0 	4.9        	5.9     	1.100175
223                     	875.1                  	4.2                    	69 	8.7                	266          	-113.970665	46.860316   	2293 	2292          	-1.0 	4.8        	5.9     	1.099555
224                     	874.5                  	4.1                    	69 	8.8                	266          	-113.970550	46.860321   	2299 	2298          	-1.1 	4.8        	5.9     	1.098934
225                     	873.9                  	4.1                    	69 	8.8                	266          	-113.970436	46.860326   	2305 	2304          	-1.1 	4.8        	5.9     	1.098314
226                     	873.2                  	4.0                    	69 	8.8                	266          	-113.970321	46.860331   	2310 	2310          	-1.2 	4.7        	5.9     	1.097695
227                     	872.6                  	4.0                    	69 	8.8                	266          	-113.970202	46.860333   	2316 	2316          	-1.2 	4.7        	5.9     	1.097076
228                     	872.0                  	3.9                    	69 	8.9                	266          	-113.970083	46.860334   	2322 	2322          	-1.3 	4.6        	5.9     	1.096457
229                     	871.3                  	3.9                    	69 	8.9                	266          	-113.969964	46.860335   	2328 	2327          	-1.3 	4.6        	5.9     	1.095840
230                     	870.7                  	3.9                    	69 	8.9                	266          	-113.969845	46.860336   	2334 	2333          	-1.3 	4.5        	5.9     	1.095224
231                     	870.1                  	3.8                    	69 	8.9                	267          	-113.969726	46.860337   	2340 	2339          	-1.4 	4.5        	5.9     	1.094607
