Flight Information:
Launch Date:            	                       	Wednesday, 10 June 2020	   	                   	Launch Time: 	           	17:05:54    	     	End of Ascent:	     	           	01:25:06
Station name:           	                       	                       	   	                   	Serialnumber:	           	17045707
Ground values:
Pressure:               	                       	1025.5 hPa             	   	                   	Temperature: 	           	13.9 °C     	     	Humidity:     	     	           	77 %
Wind Direction:         	                       	315 °                  	   	                   	Wind Speed:  	           	0 m/s       	     	Cloud group:  	     	           	9////
Position:
Longitude:              	                       	-113.985 °             	   	                   	Latitude:    	           	46.860 °    	     	Altitude:     	     	           	978 m
Staff:
Company:                	                       	
Operator:               	                       	                       	   	                   	
Events:
Highest Point:          	                       	16.3 hPa               	   	                   	28998 m
Tropopauses:            	                       	1.: 225.0 hPa          	   	                   	             	           	
Max Winds:              	                       	                       	   	                   	             	           	
Remarks:

Profile Data:
Time                    	P                      	T                      	Hu 	Ws                 	Wd           	Long.      	Lat.        	Alt  	Geopot        	Dewp.	Virt. Temp 	Rs      	D
[sec]                   	[hPa]                  	[°C]                   	[%]	[m/s]              	[°]          	[°]        	[°]         	[m]  	[m]           	[°C] 	[°C]       	[m/s]   	[kg/m3]
519                     	700.9                  	-4.8                   	39 	12.5               	287          	-113.930103	46.856007   	4057 	4054          	-16.6	-4.6       	6.1     	0.910058
520                     	700.4                  	-4.8                   	39 	12.5               	287          	-113.929945	46.855975   	4063 	4061          	-16.7	-4.6       	6.1     	0.909405
521                     	699.8                  	-4.8                   	38 	12.5               	287          	-113.929788	46.855944   	4069 	4067          	-16.8	-4.6       	6.1     	0.908751
522                     	699.3                  	-4.8                   	38 	12.5               	286          	-113.929631	46.855912   	4075 	4073          	-16.9	-4.6       	6.1     	0.908098
523                     	698.7                  	-4.9                   	38 	12.5               	286          	-113.929473	46.855881   	4081 	4079          	-17.0	-4.6       	6.1     	0.907446
524                     	698.2                  	-4.9                   	38 	12.5               	286          	-113.929316	46.855850   	4087 	4085          	-17.1	-4.6       	6.1     	0.906794
525                     	697.7                  	-4.9                   	37 	12.5               	286          	-113.929159	46.855818   	4093 	4091          	-17.2	-4.7       	6.1     	0.906142
526                     	697.1                  	-4.9                   	37 	12.6               	285          	-113.929001	46.855787   	4099 	4097          	-17.2	-4.7       	6.1     	0.905491
527                     	696.6                  	-4.9                   	37 	12.6               	285          	-113.928844	46.855755   	4106 	4103          	-17.3	-4.7       	6.1     	0.904840
528                     	696.0                  	-4.9                   	37 	12.6               	285          	-113.928687	46.855724   	4112 	4109          	-17.4	-4.7       	6.1     	0.904190
529                     	695.5                  	-5.0                   	36 	12.6               	285          	-113.928529	46.855693   	4118 	4116          	-17.6	-4.7       	6.1     	0.903559
530                     	695.0                  	-5.0                   	36 	12.6               	284          	-113.928369	46.855663   	4124 	4122          	-17.7	-4.8       	5.9     	0.902972
531                     	694.4                  	-5.0                   	35 	12.6               	284          	-113.928209	46.855632   	4130 	4127          	-17.9	-4.8       	5.9     	0.902393
532                     	693.9                  	-5.0                   	35 	12.6               	284          	-113.928050	46.855602   	4136 	4133          	-18.1	-4.8       	5.9     	0.901816
533                     	693.4                  	-5.1                   	34 	12.6               	284          	-113.927890	46.855572   	4141 	4139          	-18.2	-4.9       	5.9     	0.901238
534                     	692.9                  	-5.1                   	34 	12.6               	284          	-113.927730	46.855542   	4147 	4145          	-18.4	-4.9       	5.9     	0.900661
535                     	692.3                  	-5.1                   	34 	12.6               	284          	-113.927570	46.855512   	4153 	4151          	-18.6	-4.9       	5.9     	0.900087
536                     	691.8                  	-5.2                   	33 	12.7               	285          	-113.927410	46.855482   	4159 	4157          	-18.8	-5.0       	5.9     	0.899513
537                     	691.3                  	-5.2                   	33 	12.7               	285          	-113.927250	46.855451   	4165 	4163          	-19.0	-5.0       	5.9     	0.898940
538                     	690.8                  	-5.2                   	32 	12.7               	285          	-113.927090	46.855421   	4171 	4169          	-19.2	-5.0       	5.9     	0.898367
539                     	690.3                  	-5.3                   	32 	12.7               	285          	-113.926930	46.855391   	4177 	4175          	-19.4	-5.1       	5.9     	0.897794
540                     	689.7                  	-5.3                   	31 	12.7               	285          	-113.926770	46.855361   	4183 	4181          	-19.6	-5.1       	5.9     	0.897222
541                     	689.2                  	-5.3                   	31 	12.7               	285          	-113.926610	46.855331   	4189 	4187          	-19.8	-5.1       	5.9     	0.896650
542                     	688.7                  	-5.4                   	30 	12.7               	285          	-113.926450	46.855300   	4195 	4193          	-20.0	-5.2       	5.9     	0.896078
543                     	688.2                  	-5.4                   	30 	12.7               	285          	-113.926291	46.855270   	4201 	4199          	-20.2	-5.2       	5.9     	0.895493
544                     	687.7                  	-5.4                   	29 	12.7               	285          	-113.926131	46.855240   	4207 	4204          	-20.4	-5.2       	5.9     	0.894891
545                     	687.1                  	-5.4                   	29 	12.7               	285          	-113.925971	46.855210   	4213 	4210          	-20.7	-5.3       	5.9     	0.894289
546                     	686.6                  	-5.4                   	28 	12.8               	285          	-113.925811	46.855180   	4219 	4216          	-21.0	-5.3       	5.9     	0.893688
547                     	686.1                  	-5.5                   	27 	12.8               	285          	-113.925651	46.855150   	4225 	4222          	-21.2	-5.3       	5.9     	0.893086
548                     	685.6                  	-5.5                   	27 	12.8               	285          	-113.925491	46.855119   	4230 	4228          	-21.5	-5.3       	5.9     	0.892485
549                     	685.1                  	-5.5                   	26 	12.8               	285          	-113.925331	46.855089   	4236 	4234          	-21.8	-5.4       	5.9     	0.891885
550                     	684.5                  	-5.5                   	26 	12.8               	285          	-113.925171	46.855059   	4242 	4240          	-22.1	-5.4       	5.9     	0.891284
551                     	684.0                  	-5.6                   	25 	12.8               	285          	-113.925011	46.855029   	4248 	4246          	-22.4	-5.4       	5.9     	0.890684
552                     	683.5                  	-5.6                   	24 	12.7               	285          	-113.924851	46.854999   	4254 	4252          	-22.7	-5.4       	5.9     	0.890085
553                     	683.0                  	-5.6                   	24 	12.7               	285          	-113.924691	46.854968   	4260 	4258          	-23.0	-5.5       	5.9     	0.889486
554                     	682.5                  	-5.6                   	23 	12.7               	285          	-113.924531	46.854938   	4266 	4264          	-23.3	-5.5       	5.9     	0.888887
555                     	682.0                  	-5.6                   	22 	12.7               	286          	-113.924372	46.854908   	4272 	4270          	-23.6	-5.5       	5.9     	0.888288
556                     	681.5                  	-5.7                   	22 	12.6               	286          	-113.924212	46.854878   	4278 	4276          	-24.0	-5.5       	5.9     	0.887690
557                     	680.9                  	-5.7                   	21 	12.6               	286          	-113.924052	46.854848   	4284 	4281          	-24.2	-5.6       	5.9     	0.887124
558                     	680.4                  	-5.7                   	21 	12.6               	286          	-113.923892	46.854818   	4290 	4287          	-24.4	-5.6       	5.9     	0.886559
559                     	679.9                  	-5.8                   	21 	12.6               	286          	-113.923732	46.854787   	4296 	4293          	-24.5	-5.6       	5.9     	0.886002
560                     	679.4                  	-5.8                   	21 	12.5               	286          	-113.923580	46.854752   	4302 	4299          	-24.7	-5.7       	5.9     	0.885446
561                     	678.9                  	-5.8                   	20 	12.5               	287          	-113.923431	46.854715   	4307 	4305          	-24.9	-5.7       	5.8     	0.884890
562                     	678.4                  	-5.9                   	20 	12.5               	287          	-113.923283	46.854677   	4313 	4311          	-25.1	-5.7       	5.8     	0.884335
563                     	677.9                  	-5.9                   	20 	12.4               	287          	-113.923134	46.854639   	4319 	4317          	-25.3	-5.8       	5.8     	0.883779
564                     	677.4                  	-5.9                   	19 	12.4               	287          	-113.922986	46.854602   	4325 	4322          	-25.4	-5.8       	5.8     	0.883225
565                     	676.9                  	-6.0                   	19 	12.4               	287          	-113.922837	46.854564   	4331 	4328          	-25.6	-5.8       	5.8     	0.882672
566                     	676.4                  	-6.0                   	19 	12.4               	288          	-113.922689	46.854526   	4337 	4334          	-25.8	-5.9       	5.8     	0.882120
567                     	675.9                  	-6.0                   	19 	12.3               	288          	-113.922540	46.854489   	4342 	4340          	-26.0	-5.9       	5.8     	0.881568
568                     	675.4                  	-6.1                   	18 	12.3               	288          	-113.922392	46.854451   	4348 	4346          	-26.2	-5.9       	5.8     	0.881016
569                     	674.9                  	-6.1                   	18 	12.3               	288          	-113.922243	46.854413   	4354 	4352          	-26.4	-6.0       	5.8     	0.880465
570                     	674.4                  	-6.1                   	18 	12.3               	288          	-113.922095	46.854376   	4360 	4357          	-26.5	-6.0       	5.8     	0.879920
571                     	673.9                  	-6.2                   	18 	12.2               	288          	-113.921946	46.854338   	4366 	4363          	-26.5	-6.0       	5.8     	0.879381
572                     	673.4                  	-6.2                   	18 	12.2               	289          	-113.921798	46.854300   	4372 	4369          	-26.5	-6.1       	5.8     	0.878842
573                     	672.8                  	-6.2                   	18 	12.2               	289          	-113.921650	46.854263   	4377 	4375          	-26.5	-6.1       	5.8     	0.878303
574                     	672.3                  	-6.3                   	18 	12.2               	289          	-113.921501	46.854225   	4383 	4381          	-26.5	-6.2       	5.8     	0.877764
575                     	671.8                  	-6.3                   	18 	12.2               	289          	-113.921353	46.854187   	4389 	4387          	-26.5	-6.2       	5.8     	0.877226
576                     	671.3                  	-6.3                   	18 	12.2               	289          	-113.921204	46.854150   	4395 	4392          	-26.4	-6.2       	5.8     	0.876688
577                     	670.8                  	-6.4                   	18 	12.2               	289          	-113.921056	46.854112   	4401 	4398          	-26.4	-6.3       	5.8     	0.876150
578                     	670.3                  	-6.4                   	18 	12.2               	289          	-113.920907	46.854075   	4407 	4404          	-26.4	-6.3       	5.8     	0.875612
579                     	669.8                  	-6.4                   	19 	12.2               	289          	-113.920759	46.854037   	4412 	4410          	-26.4	-6.3       	5.8     	0.875075
580                     	669.3                  	-6.5                   	19 	12.2               	289          	-113.920610	46.853999   	4418 	4416          	-26.4	-6.4       	5.8     	0.874538
581                     	668.8                  	-6.5                   	19 	12.2               	289          	-113.920462	46.853962   	4424 	4422          	-26.3	-6.4       	5.8     	0.874001
582                     	668.3                  	-6.5                   	19 	12.2               	290          	-113.920313	46.853924   	4430 	4427          	-26.3	-6.4       	5.8     	0.873465
583                     	667.8                  	-6.6                   	19 	12.1               	290          	-113.920165	46.853886   	4436 	4433          	-26.3	-6.5       	5.8     	0.872931
584                     	667.3                  	-6.6                   	19 	12.1               	290          	-113.920017	46.853849   	4442 	4439          	-26.1	-6.5       	5.8     	0.872424
585                     	666.9                  	-6.7                   	20 	12.1               	290          	-113.919868	46.853811   	4447 	4445          	-25.9	-6.6       	5.8     	0.871917
586                     	666.4                  	-6.7                   	20 	12.1               	290          	-113.919720	46.853773   	4453 	4451          	-25.6	-6.6       	5.8     	0.871411
587                     	665.9                  	-6.8                   	21 	12.1               	290          	-113.919571	46.853736   	4459 	4457          	-25.4	-6.6       	5.8     	0.870904
588                     	665.4                  	-6.8                   	21 	12.1               	290          	-113.919423	46.853698   	4465 	4462          	-25.2	-6.7       	5.8     	0.870399
589                     	664.9                  	-6.8                   	22 	12.1               	290          	-113.919274	46.853660   	4471 	4468          	-25.0	-6.7       	5.8     	0.869892
590                     	664.4                  	-6.9                   	22 	12.1               	290          	-113.919126	46.853623   	4477 	4474          	-24.7	-6.8       	5.8     	0.869386
591                     	663.9                  	-6.9                   	23 	12.1               	291          	-113.918977	46.853585   	4482 	4480          	-24.5	-6.8       	5.8     	0.868880
592                     	663.4                  	-7.0                   	23 	12.0               	291          	-113.918835	46.853543   	4488 	4486          	-24.3	-6.8       	5.8     	0.868374
593                     	662.9                  	-7.0                   	24 	12.0               	291          	-113.918694	46.853501   	4494 	4492          	-24.1	-6.9       	5.8     	0.867868
594                     	662.4                  	-7.1                   	24 	12.0               	291          	-113.918553	46.853459   	4500 	4497          	-24.0	-6.9       	5.8     	0.867363
595                     	661.9                  	-7.1                   	25 	12.0               	291          	-113.918412	46.853417   	4506 	4503          	-23.8	-7.0       	5.8     	0.866858
596                     	661.4                  	-7.2                   	25 	12.0               	291          	-113.918270	46.853375   	4512 	4509          	-23.6	-7.0       	5.8     	0.866352
597                     	660.9                  	-7.2                   	26 	11.9               	291          	-113.918129	46.853333   	4518 	4515          	-23.5	-7.1       	5.8     	0.865860
598                     	660.4                  	-7.2                   	26 	11.9               	291          	-113.917988	46.853291   	4523 	4521          	-23.4	-7.1       	5.8     	0.865374
599                     	659.9                  	-7.3                   	26 	11.9               	292          	-113.917846	46.853249   	4529 	4527          	-23.4	-7.2       	5.8     	0.864889
600                     	659.4                  	-7.3                   	26 	11.9               	292          	-113.917705	46.853207   	4535 	4532          	-23.3	-7.2       	5.8     	0.864404
601                     	658.9                  	-7.4                   	26 	11.8               	292          	-113.917564	46.853165   	4541 	4538          	-23.3	-7.3       	5.8     	0.863919
602                     	658.4                  	-7.4                   	27 	11.8               	292          	-113.917423	46.853123   	4547 	4544          	-23.3	-7.3       	5.8     	0.863434
603                     	657.9                  	-7.5                   	27 	11.8               	292          	-113.917281	46.853081   	4553 	4550          	-23.2	-7.4       	5.8     	0.862949
604                     	657.4                  	-7.6                   	27 	11.8               	292          	-113.917140	46.853039   	4558 	4556          	-23.2	-7.4       	5.8     	0.862465
605                     	656.9                  	-7.6                   	27 	11.8               	292          	-113.916999	46.852997   	4564 	4562          	-23.1	-7.5       	5.8     	0.861981
606                     	656.4                  	-7.7                   	27 	11.7               	293          	-113.916857	46.852955   	4570 	4567          	-23.1	-7.5       	5.8     	0.861497
607                     	656.0                  	-7.7                   	28 	11.7               	293          	-113.916716	46.852913   	4576 	4573          	-23.1	-7.6       	5.8     	0.861013
608                     	655.5                  	-7.8                   	28 	11.7               	293          	-113.916575	46.852871   	4582 	4579          	-23.0	-7.6       	5.8     	0.860529
609                     	655.0                  	-7.8                   	28 	11.7               	293          	-113.916434	46.852829   	4588 	4585          	-23.0	-7.7       	5.8     	0.860046
610                     	654.5                  	-7.9                   	28 	11.6               	293          	-113.916292	46.852787   	4594 	4591          	-22.9	-7.7       	5.8     	0.859565
611                     	654.0                  	-7.9                   	28 	11.7               	293          	-113.916151	46.852745   	4599 	4597          	-23.0	-7.8       	5.8     	0.859093
612                     	653.5                  	-8.0                   	28 	11.7               	293          	-113.916010	46.852703   	4605 	4602          	-23.0	-7.8       	5.8     	0.858622
613                     	653.0                  	-8.0                   	28 	11.7               	293          	-113.915869	46.852661   	4611 	4608          	-23.0	-7.9       	5.8     	0.858150
614                     	652.5                  	-8.1                   	29 	11.7               	293          	-113.915727	46.852619   	4617 	4614          	-23.0	-7.9       	5.8     	0.857678
615                     	652.0                  	-8.1                   	29 	11.7               	293          	-113.915586	46.852577   	4623 	4620          	-23.1	-8.0       	5.8     	0.857207
616                     	651.5                  	-8.2                   	29 	11.8               	293          	-113.915445	46.852535   	4629 	4626          	-23.1	-8.0       	5.8     	0.856736
617                     	651.0                  	-8.2                   	29 	11.8               	294          	-113.915303	46.852493   	4634 	4632          	-23.1	-8.1       	5.8     	0.856266
618                     	650.6                  	-8.3                   	29 	11.8               	294          	-113.915162	46.852451   	4640 	4638          	-23.1	-8.1       	5.8     	0.855795
619                     	650.1                  	-8.3                   	29 	11.8               	294          	-113.915021	46.852409   	4646 	4643          	-23.2	-8.2       	5.8     	0.855316
620                     	649.6                  	-8.4                   	29 	11.8               	294          	-113.914880	46.852367   	4652 	4649          	-23.2	-8.2       	5.8     	0.854836
621                     	649.1                  	-8.4                   	29 	11.9               	294          	-113.914738	46.852325   	4658 	4655          	-23.2	-8.3       	5.8     	0.854357
622                     	648.6                  	-8.5                   	29 	11.9               	294          	-113.914596	46.852279   	4664 	4661          	-23.2	-8.4       	6.0     	0.853878
623                     	648.1                  	-8.5                   	29 	11.9               	294          	-113.914452	46.852232   	4670 	4667          	-23.2	-8.4       	6.0     	0.853400
624                     	647.6                  	-8.6                   	29 	11.9               	294          	-113.914309	46.852185   	4676 	4673          	-23.3	-8.5       	6.0     	0.852913
625                     	647.1                  	-8.6                   	29 	11.9               	294          	-113.914166	46.852138   	4682 	4679          	-23.3	-8.5       	6.0     	0.852411
626                     	646.6                  	-8.7                   	29 	12.0               	294          	-113.914023	46.852091   	4688 	4685          	-23.3	-8.6       	6.0     	0.851909
627                     	646.1                  	-8.7                   	29 	12.0               	294          	-113.913879	46.852044   	4694 	4691          	-23.4	-8.6       	6.0     	0.851408
628                     	645.6                  	-8.8                   	29 	12.0               	294          	-113.913736	46.851997   	4700 	4697          	-23.4	-8.7       	6.0     	0.850907
629                     	645.1                  	-8.8                   	29 	12.0               	294          	-113.913593	46.851949   	4706 	4703          	-23.4	-8.7       	6.0     	0.850407
630                     	644.6                  	-8.9                   	29 	12.0               	294          	-113.913450	46.851902   	4712 	4709          	-23.5	-8.8       	6.0     	0.849907
631                     	644.1                  	-8.9                   	29 	12.0               	294          	-113.913306	46.851855   	4718 	4715          	-23.5	-8.8       	6.0     	0.849406
632                     	643.6                  	-9.0                   	29 	12.0               	294          	-113.913163	46.851808   	4724 	4721          	-23.5	-8.9       	6.0     	0.848906
633                     	643.1                  	-9.0                   	29 	12.0               	295          	-113.913020	46.851761   	4730 	4727          	-23.5	-8.9       	6.0     	0.848406
634                     	642.6                  	-9.1                   	29 	12.1               	295          	-113.912877	46.851714   	4736 	4733          	-23.6	-9.0       	6.0     	0.847906
635                     	642.1                  	-9.1                   	30 	12.1               	295          	-113.912733	46.851667   	4742 	4739          	-23.6	-9.0       	6.0     	0.847407
636                     	641.6                  	-9.2                   	30 	12.1               	295          	-113.912590	46.851619   	4748 	4745          	-23.6	-9.1       	6.0     	0.846908
637                     	641.1                  	-9.2                   	30 	12.1               	295          	-113.912447	46.851572   	4754 	4751          	-23.7	-9.1       	6.0     	0.846405
638                     	640.6                  	-9.3                   	30 	12.1               	295          	-113.912304	46.851525   	4760 	4757          	-23.7	-9.2       	6.0     	0.845889
639                     	640.1                  	-9.3                   	30 	12.1               	295          	-113.912160	46.851478   	4766 	4763          	-23.8	-9.2       	6.0     	0.845373
640                     	639.6                  	-9.4                   	29 	12.1               	295          	-113.912017	46.851431   	4772 	4769          	-23.8	-9.2       	6.0     	0.844858
641                     	639.1                  	-9.4                   	29 	12.1               	295          	-113.911874	46.851384   	4778 	4775          	-23.9	-9.3       	6.0     	0.844343
642                     	638.6                  	-9.5                   	29 	12.1               	295          	-113.911731	46.851337   	4784 	4781          	-23.9	-9.3       	6.0     	0.843828
643                     	638.1                  	-9.5                   	29 	12.1               	295          	-113.911588	46.851290   	4790 	4787          	-24.0	-9.4       	6.0     	0.843313
644                     	637.6                  	-9.6                   	29 	12.1               	295          	-113.911444	46.851242   	4796 	4793          	-24.0	-9.4       	6.0     	0.842799
645                     	637.1                  	-9.6                   	29 	12.1               	295          	-113.911301	46.851195   	4802 	4799          	-24.1	-9.5       	6.0     	0.842284
646                     	636.6                  	-9.6                   	29 	12.1               	296          	-113.911158	46.851148   	4809 	4805          	-24.1	-9.5       	6.0     	0.841770
647                     	636.1                  	-9.7                   	29 	12.1               	296          	-113.911015	46.851101   	4815 	4811          	-24.2	-9.6       	6.0     	0.841257
648                     	635.6                  	-9.7                   	29 	12.1               	296          	-113.910871	46.851054   	4821 	4817          	-24.3	-9.6       	6.0     	0.840744
649                     	635.1                  	-9.8                   	29 	12.1               	296          	-113.910728	46.851007   	4827 	4824          	-24.3	-9.6       	6.0     	0.840229
650                     	634.6                  	-9.8                   	29 	12.1               	296          	-113.910585	46.850960   	4833 	4830          	-24.4	-9.7       	6.0     	0.839716
651                     	634.1                  	-9.9                   	29 	12.1               	296          	-113.910442	46.850913   	4839 	4836          	-24.4	-9.7       	6.0     	0.839197
652                     	633.6                  	-9.9                   	29 	12.1               	296          	-113.910298	46.850865   	4845 	4842          	-24.4	-9.8       	6.0     	0.838677
653                     	633.1                  	-10.0                  	29 	12.1               	296          	-113.910158	46.850817   	4851 	4848          	-24.4	-9.8       	6.0     	0.838157
654                     	632.6                  	-10.0                  	29 	12.1               	296          	-113.910020	46.850768   	4857 	4854          	-24.4	-9.9       	6.0     	0.837637
655                     	632.1                  	-10.0                  	29 	12.1               	296          	-113.909882	46.850719   	4863 	4860          	-23.1	-9.9       	6.0     	0.837115
656                     	631.6                  	-10.1                  	30 	12.1               	296          	-113.909745	46.850670   	4869 	4866          	-23.1	-10.0      	6.0     	0.836594
657                     	631.1                  	-10.1                  	30 	12.0               	296          	-113.909607	46.850620   	4875 	4872          	-23.1	-10.0      	6.0     	0.836073
658                     	630.6                  	-10.2                  	30 	12.0               	296          	-113.909469	46.850571   	4881 	4878          	-23.1	-10.0      	6.0     	0.835552
659                     	630.2                  	-10.2                  	30 	12.0               	296          	-113.909332	46.850522   	4887 	4884          	-23.2	-10.1      	6.0     	0.835032
660                     	629.7                  	-10.3                  	30 	12.0               	296          	-113.909194	46.850473   	4893 	4890          	-23.2	-10.1      	6.0     	0.834512
661                     	629.2                  	-10.3                  	30 	12.0               	297          	-113.909056	46.850423   	4899 	4896          	-23.2	-10.2      	6.0     	0.833992
662                     	628.7                  	-10.3                  	30 	12.0               	297          	-113.908919	46.850374   	4905 	4902          	-23.2	-10.2      	6.0     	0.833472
663                     	628.2                  	-10.4                  	30 	11.9               	297          	-113.908781	46.850325   	4911 	4908          	-23.2	-10.3      	6.0     	0.832952
664                     	627.7                  	-10.4                  	31 	11.9               	297          	-113.908643	46.850276   	4917 	4914          	-23.1	-10.3      	6.0     	0.832449
665                     	627.2                  	-10.5                  	31 	11.9               	297          	-113.908506	46.850227   	4923 	4920          	-22.9	-10.4      	6.0     	0.831966
666                     	626.7                  	-10.5                  	32 	11.9               	297          	-113.908368	46.850177   	4929 	4926          	-22.8	-10.4      	6.0     	0.831484
667                     	626.2                  	-10.6                  	32 	11.9               	297          	-113.908230	46.850128   	4935 	4932          	-22.7	-10.5      	6.0     	0.831001
668                     	625.7                  	-10.6                  	33 	11.9               	297          	-113.908093	46.850079   	4941 	4938          	-22.6	-10.5      	6.0     	0.830519
669                     	625.2                  	-10.7                  	33 	11.8               	297          	-113.907955	46.850030   	4947 	4944          	-22.5	-10.6      	6.0     	0.830037
670                     	624.7                  	-10.7                  	34 	11.8               	297          	-113.907818	46.849980   	4954 	4950          	-22.4	-10.6      	6.0     	0.829555
671                     	624.2                  	-10.8                  	34 	11.8               	297          	-113.907680	46.849931   	4960 	4956          	-22.3	-10.7      	6.0     	0.829074
672                     	623.8                  	-10.9                  	35 	11.8               	297          	-113.907542	46.849882   	4966 	4962          	-22.2	-10.7      	6.0     	0.828593
673                     	623.3                  	-10.9                  	35 	11.8               	297          	-113.907405	46.849833   	4972 	4968          	-22.1	-10.8      	6.0     	0.828111
674                     	622.8                  	-11.0                  	36 	11.9               	297          	-113.907267	46.849783   	4978 	4974          	-22.0	-10.8      	6.0     	0.827630
675                     	622.3                  	-11.0                  	36 	11.9               	297          	-113.907129	46.849734   	4984 	4980          	-21.9	-10.9      	6.0     	0.827149
676                     	621.8                  	-11.1                  	37 	11.9               	297          	-113.906992	46.849685   	4990 	4986          	-21.8	-10.9      	6.0     	0.826668
677                     	621.3                  	-11.1                  	37 	11.9               	297          	-113.906854	46.849636   	4996 	4993          	-21.8	-11.0      	6.0     	0.826188
678                     	620.8                  	-11.2                  	37 	11.9               	297          	-113.906716	46.849587   	5002 	4999          	-21.7	-11.0      	6.0     	0.825715
679                     	620.3                  	-11.2                  	38 	11.9               	297          	-113.906579	46.849537   	5008 	5005          	-21.7	-11.1      	6.0     	0.825234
680                     	619.8                  	-11.3                  	38 	11.9               	298          	-113.906441	46.849488   	5014 	5011          	-21.6	-11.2      	6.0     	0.824754
681                     	619.3                  	-11.3                  	38 	11.9               	298          	-113.906302	46.849439   	5020 	5017          	-21.6	-11.2      	6.1     	0.824274
682                     	618.8                  	-11.4                  	39 	11.9               	298          	-113.906151	46.849387   	5026 	5023          	-21.5	-11.3      	6.2     	0.823794
683                     	618.4                  	-11.5                  	39 	11.9               	298          	-113.905999	46.849335   	5032 	5029          	-21.5	-11.3      	6.2     	0.823315
684                     	617.9                  	-11.5                  	40 	11.9               	298          	-113.905847	46.849283   	5039 	5035          	-21.4	-11.4      	6.2     	0.822836
685                     	617.4                  	-11.6                  	40 	11.9               	298          	-113.905695	46.849231   	5045 	5041          	-21.4	-11.4      	6.2     	0.822349
686                     	616.9                  	-11.6                  	40 	11.9               	298          	-113.905543	46.849179   	5051 	5048          	-21.4	-11.5      	6.2     	0.821863
687                     	616.4                  	-11.7                  	41 	11.9               	298          	-113.905391	46.849127   	5057 	5054          	-21.3	-11.5      	6.2     	0.821377
688                     	615.9                  	-11.7                  	41 	11.9               	298          	-113.905239	46.849075   	5063 	5060          	-21.3	-11.6      	6.2     	0.820891
689                     	615.4                  	-11.8                  	41 	11.9               	298          	-113.905087	46.849023   	5069 	5066          	-21.2	-11.6      	6.2     	0.820406
690                     	614.9                  	-11.9                  	42 	11.9               	298          	-113.904936	46.848971   	5076 	5072          	-21.2	-11.7      	6.2     	0.819921
691                     	614.4                  	-11.9                  	42 	12.0               	298          	-113.904784	46.848919   	5082 	5078          	-21.2	-11.8      	6.2     	0.819425
692                     	613.9                  	-12.0                  	42 	12.1               	298          	-113.904632	46.848867   	5088 	5085          	-21.1	-11.8      	6.2     	0.818920
693                     	613.4                  	-12.0                  	43 	12.1               	298          	-113.904480	46.848815   	5094 	5091          	-21.1	-11.9      	6.2     	0.818416
694                     	612.9                  	-12.1                  	43 	12.2               	298          	-113.904328	46.848763   	5100 	5097          	-21.0	-11.9      	6.2     	0.817912
695                     	612.4                  	-12.1                  	44 	12.3               	297          	-113.904176	46.848711   	5107 	5103          	-21.0	-12.0      	6.2     	0.817409
696                     	611.9                  	-12.2                  	44 	12.4               	297          	-113.904024	46.848659   	5113 	5109          	-21.0	-12.0      	6.2     	0.816906
697                     	611.4                  	-12.2                  	44 	12.4               	297          	-113.903872	46.848607   	5119 	5115          	-20.9	-12.1      	6.2     	0.816402
698                     	610.9                  	-12.3                  	45 	12.5               	297          	-113.903721	46.848555   	5125 	5122          	-20.9	-12.1      	6.2     	0.815899
699                     	610.4                  	-12.3                  	45 	12.6               	297          	-113.903569	46.848503   	5131 	5128          	-20.8	-12.1      	6.2     	0.815396
700                     	609.9                  	-12.4                  	45 	12.6               	297          	-113.903417	46.848451   	5137 	5134          	-20.8	-12.2      	6.2     	0.814893
701                     	609.4                  	-12.4                  	46 	12.7               	297          	-113.903265	46.848399   	5144 	5140          	-20.8	-12.2      	6.2     	0.814391
702                     	609.0                  	-12.5                  	46 	12.8               	297          	-113.903113	46.848347   	5150 	5146          	-20.7	-12.3      	6.2     	0.813889
703                     	608.5                  	-12.5                  	47 	12.8               	297          	-113.902961	46.848295   	5156 	5152          	-20.7	-12.3      	6.2     	0.813387
704                     	608.0                  	-12.6                  	47 	12.9               	297          	-113.902809	46.848243   	5162 	5159          	-20.7	-12.4      	6.2     	0.812882
705                     	607.5                  	-12.6                  	47 	13.0               	297          	-113.902657	46.848191   	5168 	5165          	-20.6	-12.4      	6.2     	0.812358
706                     	607.0                  	-12.6                  	48 	13.1               	296          	-113.902506	46.848139   	5175 	5171          	-20.6	-12.5      	6.2     	0.811835
707                     	606.5                  	-12.7                  	48 	13.1               	296          	-113.902354	46.848087   	5181 	5177          	-20.5	-12.5      	6.2     	0.811311
708                     	606.0                  	-12.7                  	49 	13.2               	296          	-113.902202	46.848035   	5187 	5183          	-20.5	-12.6      	6.2     	0.810788
709                     	605.5                  	-12.8                  	49 	13.3               	296          	-113.902050	46.847983   	5193 	5190          	-20.4	-12.6      	6.2     	0.810265
710                     	605.0                  	-12.8                  	49 	13.3               	296          	-113.901898	46.847931   	5199 	5196          	-20.4	-12.6      	6.2     	0.809743
711                     	604.5                  	-12.8                  	50 	13.4               	296          	-113.901746	46.847879   	5205 	5202          	-20.3	-12.7      	6.2     	0.809220
712                     	604.0                  	-12.9                  	50 	13.4               	296          	-113.901594	46.847827   	5212 	5208          	-20.3	-12.7      	6.2     	0.808698
