Flight Information:
Launch Date:            	     	                       	Tuesday, 02 July 2019	     	                   	          	Launch Time:    	     	             	22:35:39  	          	        	End of Ascent:	     	         	00:53:32
Station name:           	     	                       	                     	     	                   	          	Number of sonde:	     	             	19002086
Ground values:
Pressure:               	     	                       	874.4 hPa            	     	                   	          	Temperature:    	     	             	16.4 ?C   	          	        	Humidity:     	     	         	12 %
Wind Direction:         	     	                       	235 ?                	     	                   	          	Wind Speed:     	     	             	3 m/s     	          	        	Cloud group:  	     	         	9////
Position:
Longitude:              	     	                       	-71.063 ?            	     	                   	          	Latitude:       	     	             	-30.250 ? 	          	        	Altitude:     	     	         	1283 m
Staff:
Company:                	     	                       	
Operator:               	     	                       	                     	     	                   	          	
Events:
Highest Point:          	     	                       	58.1 hPa             	     	                   	          	19661 m
Tropopauses:            	     	                       	1.: 160.7 hPa        	     	                   	          	                	     	             	
Max Winds:              	     	                       	1.: 145.8 hPa        	     	                   	          	2.: 83.1 hPa    	     	             	
Remarks:

Profile Data:
Time                    	P    	T                      	Hu                   	Ws   	Wd                 	Long.     	Lat.            	Alt  	Geopot       	MRI       	RI        	Dewp.   	Virt. Temp    	Rs   	Elevation	Azimuth 	Range	D
[sec]                   	[hPa]	[?C]                   	[%]                  	[m/s]	[?]                	[?]       	[?]             	[m]  	[m]          	          	          	[?C]    	[?C]          	[m/s]	[?]      	[?]     	[m]  	[kg/m3]
2013                    	165.6	-68.8                  	13                   	29.8 	244                	-70.911580	-30.022215      	13346	13301        	2159.397  	64.012    	-82.0   	-68.8         	6.6  	22.3     	030     	31620	0.282399
2014                    	165.4	-68.9                  	13                   	30.1 	244                	-70.911262	-30.022080      	13353	13307        	2160.400  	63.963    	-82.0   	-68.9         	6.6  	22.3     	030     	31649	0.282159
2015                    	165.3	-68.9                  	13                   	30.3 	244                	-70.910943	-30.021945      	13360	13314        	2161.387  	63.914    	-82.0   	-68.9         	6.6  	22.3     	030     	31678	0.281920
2016                    	165.1	-69.0                  	13                   	30.6 	244                	-70.910625	-30.021811      	13366	13320        	2162.390  	63.865    	-82.1   	-69.0         	6.6  	22.3     	030     	31706	0.281680
2017                    	164.9	-69.0                  	13                   	30.8 	244                	-70.910306	-30.021676      	13373	13327        	2163.377  	63.816    	-82.1   	-69.0         	6.6  	22.3     	030     	31735	0.281441
2018                    	164.7	-69.1                  	13                   	31.1 	244                	-70.909988	-30.021541      	13380	13334        	2164.380  	63.768    	-82.1   	-69.1         	6.6  	22.3     	030     	31764	0.281201
2019                    	164.5	-69.1                  	13                   	31.4 	244                	-70.909669	-30.021406      	13386	13340        	2165.368  	63.719    	-82.1   	-69.1         	6.6  	22.2     	030     	31793	0.280962
2020                    	164.3	-69.2                  	13                   	31.6 	244                	-70.909351	-30.021271      	13393	13347        	2166.371  	63.670    	-82.2   	-69.2         	6.6  	22.2     	030     	31822	0.280723
2021                    	164.2	-69.2                  	13                   	31.9 	244                	-70.909033	-30.021137      	13400	13354        	2167.358  	63.621    	-82.2   	-69.2         	6.6  	22.2     	030     	31850	0.280484
2022                    	164.0	-69.3                  	13                   	32.1 	244                	-70.908714	-30.021002      	13406	13360        	2168.361  	63.572    	-82.2   	-69.3         	6.6  	22.2     	030     	31879	0.280246
2023                    	163.8	-69.3                  	13                   	32.4 	244                	-70.908396	-30.020867      	13413	13367        	2169.349  	63.523    	-82.2   	-69.3         	6.6  	22.2     	030     	31908	0.280007
2024                    	163.6	-69.4                  	13                   	32.7 	244                	-70.908077	-30.020732      	13420	13373        	2170.352  	63.475    	-82.3   	-69.4         	6.6  	22.2     	030     	31937	0.279769
2025                    	163.4	-69.4                  	13                   	32.9 	244                	-70.907759	-30.020598      	13426	13380        	2171.339  	63.426    	-82.3   	-69.4         	6.6  	22.2     	030     	31966	0.279530
2026                    	163.3	-69.5                  	13                   	33.2 	244                	-70.907441	-30.020463      	13433	13387        	2172.342  	63.377    	-82.3   	-69.5         	6.6  	22.2     	031     	31995	0.279292
2027                    	163.1	-69.5                  	13                   	33.4 	244                	-70.907122	-30.020328      	13440	13393        	2173.327  	63.325    	-82.3   	-69.5         	6.6  	22.2     	031     	32024	0.279041
2028                    	162.9	-69.6                  	13                   	33.7 	244                	-70.906804	-30.020193      	13446	13400        	2174.325  	63.271    	-82.4   	-69.6         	6.6  	22.2     	031     	32052	0.278781
2029                    	162.7	-69.6                  	13                   	34.0 	244                	-70.906485	-30.020058      	13453	13406        	2175.307  	63.217    	-82.4   	-69.6         	6.6  	22.2     	031     	32081	0.278520
2030                    	162.5	-69.6                  	13                   	34.2 	244                	-70.906167	-30.019924      	13460	13413        	2176.305  	63.163    	-82.4   	-69.6         	6.6  	22.2     	031     	32110	0.278260
2031                    	162.4	-69.7                  	13                   	34.3 	244                	-70.905848	-30.019789      	13466	13420        	2177.287  	63.110    	-82.4   	-69.7         	6.6  	22.1     	031     	32139	0.278000
2032                    	162.2	-69.7                  	13                   	34.4 	244                	-70.905530	-30.019654      	13473	13426        	2178.285  	63.056    	-82.4   	-69.7         	6.6  	22.1     	031     	32168	0.277740
2033                    	162.0	-69.7                  	13                   	34.5 	244                	-70.905212	-30.019519      	13479	13433        	2179.268  	63.002    	-82.4   	-69.7         	6.6  	22.1     	031     	32197	0.277480
2034                    	161.8	-69.8                  	13                   	34.6 	244                	-70.904893	-30.019385      	13486	13440        	2180.266  	62.948    	-82.4   	-69.8         	6.6  	22.1     	031     	32226	0.277221
2035                    	161.6	-69.8                  	13                   	34.7 	244                	-70.904575	-30.019250      	13493	13446        	2181.248  	62.894    	-82.5   	-69.8         	6.6  	22.1     	031     	32255	0.276967
2036                    	161.5	-69.8                  	13                   	34.7 	243                	-70.904256	-30.019115      	13499	13453        	2182.245  	62.839    	-82.5   	-69.8         	6.6  	22.1     	031     	32284	0.276714
2037                    	161.3	-69.9                  	13                   	34.8 	243                	-70.903933	-30.018969      	13506	13459        	2183.211  	62.784    	-82.5   	-69.9         	6.6  	22.1     	031     	32314	0.276461
2038                    	161.1	-69.9                  	13                   	34.9 	243                	-70.903596	-30.018791      	13512	13466        	2184.176  	62.729    	-82.5   	-69.9         	6.4  	22.1     	031     	32348	0.276208
2039                    	160.9	-70.0                  	13                   	35.0 	243                	-70.903258	-30.018614      	13519	13472        	2185.126  	62.674    	-82.6   	-70.0         	6.4  	22.1     	031     	32381	0.275955
2040                    	160.8	-70.0                  	13                   	35.1 	243                	-70.902921	-30.018436      	13525	13478        	2186.076  	62.620    	-82.6   	-70.0         	6.4  	22.1     	031     	32415	0.275703
2041                    	160.6	-70.0                  	13                   	35.2 	243                	-70.902584	-30.018259      	13532	13485        	2187.018  	62.556    	-82.6   	-70.0         	6.4  	22.0     	031     	32449	0.275414
2042                    	160.4	-70.0                  	13                   	35.3 	243                	-70.902246	-30.018081      	13538	13491        	2187.958  	62.492    	-82.6   	-70.0         	6.4  	22.0     	031     	32482	0.275120
2043                    	160.2	-70.0                  	14                   	35.4 	243                	-70.901909	-30.017903      	13545	13498        	2188.914  	62.428    	-82.6   	-70.0         	6.4  	22.0     	031     	32516	0.274827
2044                    	160.1	-70.0                  	14                   	35.5 	243                	-70.901572	-30.017726      	13551	13504        	2189.855  	62.364    	-82.6   	-70.0         	6.4  	22.0     	031     	32549	0.274534
2045                    	159.9	-70.0                  	14                   	35.5 	243                	-70.901234	-30.017548      	13557	13510        	2190.796  	62.299    	-82.6   	-70.0         	6.4  	22.0     	031     	32583	0.274241
2046                    	159.7	-70.0                  	14                   	35.6 	243                	-70.900897	-30.017370      	13564	13517        	2191.736  	62.235    	-82.6   	-70.0         	6.4  	22.0     	031     	32617	0.273949
2047                    	159.6	-70.0                  	14                   	35.7 	243                	-70.900559	-30.017193      	13570	13523        	2192.677  	62.171    	-82.6   	-70.0         	6.4  	22.0     	031     	32650	0.273657
2048                    	159.4	-70.0                  	14                   	35.8 	243                	-70.900222	-30.017015      	13577	13529        	2193.634  	62.107    	-82.6   	-70.0         	6.4  	22.0     	031     	32684	0.273365
2049                    	159.2	-70.0                  	14                   	35.9 	243                	-70.899885	-30.016837      	13583	13536        	2194.575  	62.044    	-82.6   	-70.0         	6.4  	21.9     	031     	32718	0.273074
2050                    	159.0	-70.0                  	14                   	36.0 	243                	-70.899547	-30.016660      	13589	13542        	2195.517  	61.981    	-82.6   	-70.0         	6.4  	21.9     	031     	32752	0.272782
2051                    	158.9	-70.0                  	14                   	36.2 	243                	-70.899210	-30.016482      	13596	13549        	2196.458  	61.918    	-82.5   	-70.0         	6.4  	21.9     	031     	32785	0.272491
2052                    	158.7	-70.0                  	14                   	36.3 	242                	-70.898873	-30.016304      	13602	13555        	2197.400  	61.855    	-82.5   	-70.0         	6.4  	21.9     	031     	32819	0.272201
2053                    	158.5	-70.0                  	14                   	36.5 	242                	-70.898535	-30.016127      	13609	13561        	2198.342  	61.792    	-82.5   	-70.0         	6.4  	21.9     	031     	32853	0.271910
2054                    	158.4	-70.0                  	14                   	36.7 	242                	-70.898198	-30.015949      	13615	13568        	2199.299  	61.729    	-82.5   	-70.0         	6.4  	21.9     	031     	32886	0.271620
2055                    	158.2	-70.0                  	14                   	36.8 	241                	-70.897861	-30.015772      	13622	13574        	2200.224  	61.649    	-82.5   	-70.0         	6.4  	21.9     	032     	32920	0.271256
2056                    	158.0	-69.9                  	14                   	37.0 	241                	-70.897523	-30.015594      	13628	13581        	2201.135  	61.555    	-82.4   	-69.9         	6.4  	21.9     	032     	32954	0.270834
2057                    	157.8	-69.8                  	14                   	37.2 	241                	-70.897186	-30.015416      	13634	13587        	2202.047  	61.462    	-82.3   	-69.8         	6.4  	21.9     	032     	32988	0.270413
2058                    	157.7	-69.7                  	14                   	37.3 	240                	-70.896848	-30.015239      	13641	13593        	2202.958  	61.368    	-82.2   	-69.7         	6.4  	21.8     	032     	33022	0.269992
2059                    	157.5	-69.6                  	14                   	37.5 	240                	-70.896511	-30.015061      	13647	13600        	2203.886  	61.275    	-82.1   	-69.6         	6.4  	21.8     	032     	33055	0.269572
2060                    	157.3	-69.5                  	14                   	37.7 	240                	-70.896174	-30.014883      	13654	13606        	2204.798  	61.182    	-82.0   	-69.5         	6.4  	21.8     	032     	33089	0.269152
2061                    	157.2	-69.4                  	14                   	37.9 	240                	-70.895836	-30.014706      	13660	13612        	2205.710  	61.090    	-81.9   	-69.4         	6.4  	21.8     	032     	33123	0.268734
2062                    	157.0	-69.3                  	14                   	38.0 	239                	-70.895499	-30.014528      	13666	13619        	2206.622  	60.997    	-81.8   	-69.3         	6.4  	21.8     	032     	33157	0.268316
2063                    	156.8	-69.2                  	14                   	38.2 	239                	-70.895162	-30.014350      	13673	13625        	2207.532  	60.902    	-81.7   	-69.2         	6.4  	21.8     	032     	33191	0.267899
2064                    	156.7	-69.1                  	14                   	38.4 	239                	-70.894824	-30.014173      	13679	13632        	2208.456  	60.806    	-81.6   	-69.1         	6.4  	21.8     	032     	33225	0.267483
2065                    	156.5	-69.0                  	14                   	38.6 	238                	-70.894487	-30.013995      	13686	13638        	2209.365  	60.710    	-81.6   	-69.0         	6.4  	21.8     	032     	33258	0.267067
2066                    	156.3	-68.9                  	14                   	38.7 	238                	-70.894150	-30.013818      	13692	13644        	2210.273  	60.614    	-81.5   	-68.9         	6.4  	21.7     	032     	33292	0.266652
2067                    	156.2	-68.8                  	14                   	38.9 	238                	-70.893812	-30.013640      	13699	13651        	2211.182  	60.518    	-81.4   	-68.8         	6.4  	21.7     	032     	33326	0.266239
2068                    	156.0	-68.7                  	14                   	39.1 	238                	-70.893475	-30.013462      	13705	13657        	2212.091  	60.422    	-81.4   	-68.7         	6.4  	21.7     	032     	33360	0.265825
2069                    	155.8	-68.6                  	14                   	39.3 	237                	-70.893137	-30.013285      	13711	13664        	2212.994  	60.320    	-81.3   	-68.6         	6.4  	21.7     	032     	33394	0.265386
2070                    	155.7	-68.4                  	14                   	39.5 	237                	-70.892800	-30.013107      	13718	13670        	2213.909  	60.214    	-81.2   	-68.4         	6.4  	21.7     	032     	33428	0.264929
2071                    	155.5	-68.3                  	14                   	39.4 	237                	-70.892462	-30.012930      	13724	13676        	2214.804  	60.104    	-81.0   	-68.3         	6.5  	21.7     	032     	33462	0.264453
2072                    	155.3	-68.2                  	14                   	39.4 	237                	-70.892110	-30.012760      	13731	13683        	2215.793  	59.995    	-80.9   	-68.2         	7.0  	21.7     	032     	33496	0.263979
2073                    	155.1	-68.0                  	14                   	39.4 	237                	-70.891759	-30.012589      	13738	13690        	2216.783  	59.885    	-80.8   	-68.0         	7.0  	21.7     	032     	33530	0.263505
2074                    	154.9	-67.9                  	14                   	39.3 	237                	-70.891408	-30.012419      	13745	13697        	2217.757  	59.776    	-80.7   	-67.9         	7.0  	21.7     	032     	33564	0.263033
2075                    	154.8	-67.8                  	13                   	39.3 	237                	-70.891057	-30.012248      	13752	13704        	2218.747  	59.667    	-80.6   	-67.8         	7.0  	21.6     	032     	33599	0.262561
2076                    	154.6	-67.6                  	13                   	39.3 	238                	-70.890706	-30.012078      	13759	13711        	2219.722  	59.559    	-80.5   	-67.6         	7.0  	21.6     	032     	33633	0.262091
2077                    	154.4	-67.5                  	13                   	39.2 	238                	-70.890355	-30.011908      	13766	13718        	2220.715  	59.453    	-80.4   	-67.5         	7.0  	21.6     	032     	33667	0.261619
2078                    	154.2	-67.4                  	13                   	39.2 	238                	-70.890004	-30.011737      	13773	13725        	2221.708  	59.347    	-80.3   	-67.4         	7.0  	21.6     	032     	33701	0.261149
2079                    	154.1	-67.2                  	13                   	39.2 	238                	-70.889653	-30.011567      	13780	13732        	2222.686  	59.241    	-80.2   	-67.2         	7.0  	21.6     	032     	33735	0.260679
2080                    	153.9	-67.1                  	13                   	39.1 	238                	-70.889302	-30.011397      	13787	13739        	2223.679  	59.136    	-80.0   	-67.1         	7.0  	21.6     	032     	33770	0.260211
2081                    	153.7	-67.0                  	13                   	39.1 	238                	-70.888950	-30.011226      	13794	13746        	2224.673  	59.031    	-79.9   	-67.0         	7.0  	21.6     	032     	33804	0.259743
2082                    	153.5	-66.8                  	13                   	39.1 	238                	-70.888599	-30.011056      	13801	13752        	2225.653  	58.928    	-79.8   	-66.8         	7.0  	21.6     	032     	33838	0.259285
2083                    	153.4	-66.7                  	13                   	39.0 	238                	-70.888248	-30.010885      	13808	13759        	2226.659  	58.835    	-79.7   	-66.7         	7.0  	21.6     	032     	33873	0.258871
2084                    	153.2	-66.6                  	13                   	39.0 	238                	-70.887897	-30.010715      	13815	13766        	2227.650  	58.742    	-79.6   	-66.6         	7.0  	21.5     	032     	33907	0.258459
2085                    	153.0	-66.6                  	14                   	39.0 	238                	-70.887546	-30.010545      	13822	13773        	2228.657  	58.650    	-79.6   	-66.6         	7.0  	21.5     	033     	33941	0.258047
2086                    	152.8	-66.5                  	14                   	38.9 	238                	-70.887195	-30.010374      	13829	13780        	2229.664  	58.558    	-79.5   	-66.5         	7.0  	21.5     	033     	33976	0.257636
2087                    	152.7	-66.4                  	14                   	38.9 	238                	-70.886844	-30.010204      	13836	13787        	2230.655  	58.466    	-79.4   	-66.4         	7.0  	21.5     	033     	34010	0.257225
2088                    	152.5	-66.3                  	14                   	38.9 	239                	-70.886493	-30.010034      	13843	13794        	2231.662  	58.374    	-79.3   	-66.3         	7.0  	21.5     	033     	34044	0.256816
2089                    	152.3	-66.2                  	14                   	38.9 	239                	-70.886142	-30.009863      	13850	13801        	2232.670  	58.283    	-79.2   	-66.2         	7.0  	21.5     	033     	34079	0.256408
2090                    	152.1	-66.1                  	13                   	38.8 	239                	-70.885790	-30.009693      	13857	13808        	2233.658  	58.188    	-79.2   	-66.1         	7.0  	21.5     	033     	34113	0.256001
2091                    	152.0	-66.0                  	13                   	38.9 	239                	-70.885439	-30.009522      	13864	13815        	2234.661  	58.092    	-79.1   	-66.0         	7.0  	21.5     	033     	34147	0.255594
2092                    	151.8	-65.9                  	13                   	39.0 	239                	-70.885088	-30.009352      	13870	13822        	2235.648  	57.995    	-79.0   	-65.9         	7.0  	21.5     	033     	34182	0.255188
2093                    	151.6	-65.8                  	13                   	39.0 	240                	-70.884737	-30.009182      	13877	13829        	2236.651  	57.899    	-79.0   	-65.8         	7.0  	21.5     	033     	34216	0.254783
2094                    	151.4	-65.7                  	13                   	39.1 	240                	-70.884386	-30.009011      	13884	13836        	2237.654  	57.804    	-78.9   	-65.7         	7.0  	21.4     	033     	34250	0.254379
2095                    	151.3	-65.6                  	13                   	39.2 	240                	-70.884035	-30.008841      	13891	13842        	2238.643  	57.708    	-78.9   	-65.6         	7.0  	21.4     	033     	34285	0.253977
2096                    	151.1	-65.6                  	13                   	39.2 	240                	-70.883684	-30.008670      	13898	13849        	2239.657  	57.624    	-78.8   	-65.6         	7.0  	21.4     	033     	34319	0.253621
2097                    	150.9	-65.6                  	13                   	39.3 	241                	-70.883333	-30.008500      	13905	13856        	2240.685  	57.553    	-78.9   	-65.6         	7.0  	21.4     	033     	34354	0.253325
2098                    	150.8	-65.6                  	13                   	39.4 	241                	-70.882982	-30.008330      	13912	13863        	2241.698  	57.483    	-78.9   	-65.6         	7.0  	21.4     	033     	34388	0.253029
2099                    	150.6	-65.5                  	13                   	39.5 	241                	-70.882631	-30.008159      	13919	13870        	2242.726  	57.412    	-78.9   	-65.5         	7.0  	21.4     	033     	34423	0.252734
2100                    	150.4	-65.5                  	13                   	39.5 	242                	-70.882272	-30.007987      	13926	13877        	2243.724  	57.342    	-78.9   	-65.5         	6.8  	21.4     	033     	34458	0.252439
2101                    	150.3	-65.5                  	13                   	39.6 	242                	-70.881891	-30.007810      	13932	13883        	2244.648  	57.277    	-78.9   	-65.5         	6.3  	21.4     	033     	34494	0.252169
2102                    	150.1	-65.5                  	13                   	39.7 	242                	-70.881510	-30.007633      	13939	13890        	2245.588  	57.212    	-79.0   	-65.5         	6.3  	21.4     	033     	34530	0.251900
2103                    	149.9	-65.5                  	13                   	39.8 	242                	-70.881129	-30.007456      	13945	13896        	2246.512  	57.147    	-79.0   	-65.5         	6.3  	21.3     	033     	34567	0.251630
2104                    	149.8	-65.5                  	13                   	39.9 	243                	-70.880747	-30.007278      	13951	13902        	2247.452  	57.082    	-79.0   	-65.5         	6.3  	21.3     	033     	34603	0.251361
2105                    	149.6	-65.5                  	13                   	39.9 	243                	-70.880366	-30.007101      	13958	13908        	2248.376  	57.017    	-79.0   	-65.5         	6.3  	21.3     	033     	34639	0.251093
2106                    	149.5	-65.5                  	13                   	40.0 	243                	-70.879985	-30.006924      	13964	13915        	2249.300  	56.952    	-79.1   	-65.5         	6.3  	21.3     	033     	34676	0.250824
2107                    	149.3	-65.5                  	13                   	40.1 	243                	-70.879604	-30.006746      	13970	13921        	2250.240  	56.887    	-79.1   	-65.5         	6.3  	21.3     	033     	34712	0.250556
2108                    	149.2	-65.5                  	12                   	40.2 	244                	-70.879223	-30.006569      	13977	13927        	2251.164  	56.822    	-79.1   	-65.5         	6.3  	21.3     	033     	34749	0.250288
2109                    	149.0	-65.5                  	12                   	40.3 	244                	-70.878842	-30.006392      	13983	13934        	2252.089  	56.758    	-79.1   	-65.5         	6.3  	21.3     	033     	34785	0.250020
2110                    	148.9	-65.5                  	12                   	40.4 	244                	-70.878460	-30.006215      	13989	13940        	2253.027  	56.692    	-79.1   	-65.5         	6.3  	21.3     	033     	34821	0.249747
2111                    	148.7	-65.5                  	12                   	40.4 	244                	-70.878079	-30.006037      	13996	13946        	2253.950  	56.625    	-79.2   	-65.5         	6.3  	21.2     	033     	34858	0.249473
2112                    	148.6	-65.4                  	12                   	40.5 	244                	-70.877698	-30.005860      	14002	13953        	2254.889  	56.559    	-79.2   	-65.4         	6.3  	21.2     	033     	34894	0.249200
2113                    	148.4	-65.4                  	12                   	40.6 	244                	-70.877317	-30.005683      	14008	13959        	2255.812  	56.493    	-79.2   	-65.4         	6.3  	21.2     	033     	34931	0.248927
2114                    	148.2	-65.4                  	12                   	40.7 	244                	-70.876936	-30.005506      	14015	13965        	2256.735  	56.427    	-79.2   	-65.4         	6.3  	21.2     	033     	34967	0.248654
2115                    	148.1	-65.4                  	12                   	40.8 	243                	-70.876555	-30.005328      	14021	13972        	2257.674  	56.361    	-79.2   	-65.4         	6.3  	21.2     	034     	35004	0.248381
2116                    	147.9	-65.4                  	12                   	40.9 	243                	-70.876173	-30.005151      	14027	13978        	2258.597  	56.295    	-79.3   	-65.4         	6.3  	21.2     	034     	35040	0.248109
2117                    	147.8	-65.4                  	12                   	41.0 	243                	-70.875792	-30.004974      	14034	13984        	2259.536  	56.229    	-79.3   	-65.4         	6.3  	21.2     	034     	35077	0.247837
2118                    	147.6	-65.4                  	12                   	41.1 	243                	-70.875411	-30.004797      	14040	13990        	2260.459  	56.163    	-79.3   	-65.4         	6.3  	21.2     	034     	35113	0.247565
2119                    	147.5	-65.4                  	12                   	41.2 	243                	-70.875030	-30.004619      	14046	13997        	2261.382  	56.098    	-79.3   	-65.4         	6.3  	21.1     	034     	35150	0.247293
2120                    	147.3	-65.3                  	12                   	41.3 	243                	-70.874649	-30.004442      	14053	14003        	2262.321  	56.032    	-79.3   	-65.3         	6.3  	21.1     	034     	35187	0.247022
2121                    	147.2	-65.3                  	12                   	41.3 	242                	-70.874268	-30.004265      	14059	14009        	2263.245  	55.966    	-79.4   	-65.3         	6.3  	21.1     	034     	35223	0.246751
2122                    	147.0	-65.3                  	12                   	41.4 	242                	-70.873886	-30.004088      	14066	14016        	2264.184  	55.900    	-79.4   	-65.3         	6.3  	21.1     	034     	35260	0.246480
2123                    	146.9	-65.3                  	12                   	41.5 	242                	-70.873505	-30.003910      	14072	14022        	2265.104  	55.831    	-79.4   	-65.3         	6.3  	21.1     	034     	35296	0.246195
2124                    	146.7	-65.2                  	12                   	41.6 	242                	-70.873124	-30.003733      	14078	14028        	2266.019  	55.758    	-79.4   	-65.2         	6.3  	21.1     	034     	35333	0.245890
2125                    	146.6	-65.2                  	11                   	41.7 	242                	-70.872743	-30.003556      	14085	14035        	2266.950  	55.684    	-79.4   	-65.2         	6.3  	21.1     	034     	35370	0.245586
2126                    	146.4	-65.2                  	11                   	41.8 	242                	-70.872362	-30.003378      	14091	14041        	2267.866  	55.611    	-79.4   	-65.2         	6.3  	21.1     	034     	35406	0.245282
2127                    	146.3	-65.1                  	11                   	41.9 	242                	-70.871981	-30.003201      	14097	14047        	2268.782  	55.537    	-79.4   	-65.1         	6.3  	21.0     	034     	35443	0.244978
2128                    	146.1	-65.1                  	11                   	42.0 	241                	-70.871599	-30.003024      	14104	14053        	2269.714  	55.464    	-79.4   	-65.1         	6.3  	21.0     	034     	35480	0.244675
2129                    	146.0	-65.0                  	11                   	42.1 	241                	-70.871218	-30.002847      	14110	14060        	2270.629  	55.391    	-79.4   	-65.0         	6.3  	21.0     	034     	35516	0.244372
2130                    	145.8	-65.0                  	11                   	42.2 	241                	-70.870837	-30.002669      	14116	14066        	2271.561  	55.318    	-79.4   	-65.0         	6.3  	21.0     	034     	35553	0.244070
2131                    	145.7	-65.0                  	11                   	42.0 	241                	-70.870458	-30.002493      	14123	14072        	2272.477  	55.245    	-79.4   	-65.0         	6.3  	21.0     	034     	35589	0.243765
2132                    	145.5	-64.9                  	11                   	41.9 	241                	-70.870122	-30.002322      	14129	14079        	2273.411  	55.174    	-79.3   	-64.9         	6.4  	21.0     	034     	35623	0.243460
2133                    	145.3	-64.9                  	11                   	41.7 	241                	-70.869786	-30.002152      	14135	14085        	2274.360  	55.103    	-79.3   	-64.9         	6.4  	21.0     	034     	35657	0.243156
2134                    	145.2	-64.8                  	11                   	41.5 	241                	-70.869450	-30.001982      	14142	14092        	2275.294  	55.032    	-79.3   	-64.8         	6.4  	21.0     	034     	35691	0.242852
2135                    	145.0	-64.8                  	11                   	41.4 	241                	-70.869113	-30.001811      	14148	14098        	2276.244  	54.961    	-79.3   	-64.8         	6.4  	21.0     	034     	35725	0.242548
2136                    	144.9	-64.7                  	11                   	41.2 	241                	-70.868777	-30.001641      	14155	14104        	2277.178  	54.890    	-79.3   	-64.7         	6.4  	20.9     	034     	35759	0.242245
2137                    	144.7	-64.7                  	11                   	41.1 	241                	-70.868441	-30.001471      	14161	14111        	2278.107  	54.814    	-79.2   	-64.7         	6.4  	20.9     	034     	35793	0.241921
2138                    	144.6	-64.6                  	11                   	40.9 	241                	-70.868105	-30.001300      	14168	14117        	2279.052  	54.738    	-79.2   	-64.6         	6.4  	20.9     	034     	35827	0.241598
2139                    	144.4	-64.6                  	11                   	40.8 	240                	-70.867768	-30.001130      	14174	14124        	2279.981  	54.663    	-79.2   	-64.6         	6.4  	20.9     	034     	35861	0.241274
2140                    	144.3	-64.5                  	11                   	40.6 	240                	-70.867432	-30.000960      	14181	14130        	2280.926  	54.588    	-79.1   	-64.5         	6.4  	20.9     	034     	35895	0.240952
2141                    	144.1	-64.4                  	11                   	40.4 	240                	-70.867096	-30.000790      	14187	14136        	2281.856  	54.512    	-79.1   	-64.4         	6.4  	20.9     	034     	35929	0.240629
2142                    	144.0	-64.4                  	11                   	40.3 	240                	-70.866760	-30.000619      	14193	14143        	2282.785  	54.437    	-79.1   	-64.4         	6.4  	20.9     	034     	35963	0.240308
2143                    	143.8	-64.3                  	11                   	40.1 	240                	-70.866424	-30.000449      	14200	14149        	2283.731  	54.362    	-79.0   	-64.3         	6.4  	20.9     	034     	35997	0.239987
2144                    	143.7	-64.3                  	11                   	40.0 	240                	-70.866087	-30.000279      	14206	14156        	2284.661  	54.287    	-79.0   	-64.3         	6.4  	20.9     	034     	36031	0.239666
2145                    	143.5	-64.2                  	11                   	39.8 	240                	-70.865751	-30.000108      	14213	14162        	2285.608  	54.214    	-79.0   	-64.2         	6.4  	20.9     	034     	36065	0.239346
2146                    	143.4	-64.1                  	11                   	39.7 	240                	-70.865415	-29.999938      	14219	14168        	2286.541  	54.142    	-78.9   	-64.1         	6.4  	20.8     	035     	36099	0.239027
2147                    	143.2	-64.1                  	11                   	39.5 	240                	-70.865079	-29.999768      	14226	14175        	2287.473  	54.070    	-78.9   	-64.1         	6.4  	20.8     	035     	36133	0.238708
2148                    	143.1	-64.0                  	11                   	39.3 	240                	-70.864742	-29.999597      	14232	14181        	2288.421  	53.997    	-78.8   	-64.0         	6.4  	20.8     	035     	36167	0.238389
2149                    	142.9	-64.0                  	11                   	39.2 	240                	-70.864406	-29.999427      	14238	14188        	2289.354  	53.925    	-78.8   	-64.0         	6.4  	20.8     	035     	36201	0.238072
2150                    	142.8	-63.9                  	11                   	39.0 	239                	-70.864070	-29.999257      	14245	14194        	2290.306  	53.856    	-78.7   	-63.9         	6.4  	20.8     	035     	36235	0.237767
2151                    	142.6	-63.9                  	11                   	38.8 	240                	-70.863734	-29.999087      	14251	14200        	2291.248  	53.794    	-78.7   	-63.9         	6.4  	20.8     	035     	36269	0.237491
2152                    	142.5	-63.9                  	11                   	38.6 	240                	-70.863398	-29.998916      	14258	14207        	2292.190  	53.732    	-78.7   	-63.9         	6.4  	20.8     	035     	36303	0.237216
2153                    	142.3	-63.8                  	11                   	38.4 	240                	-70.863061	-29.998746      	14264	14213        	2293.149  	53.669    	-78.7   	-63.8         	6.4  	20.8     	035     	36337	0.236941
2154                    	142.2	-63.8                  	11                   	38.2 	240                	-70.862725	-29.998576      	14271	14220        	2294.091  	53.607    	-78.7   	-63.8         	6.4  	20.8     	035     	36371	0.236666
2155                    	142.0	-63.8                  	11                   	38.0 	240                	-70.862389	-29.998405      	14277	14226        	2295.050  	53.545    	-78.7   	-63.8         	6.4  	20.8     	035     	36405	0.236392
2156                    	141.9	-63.8                  	11                   	37.8 	240                	-70.862053	-29.998235      	14284	14232        	2295.993  	53.483    	-78.7   	-63.8         	6.4  	20.7     	035     	36439	0.236118
